SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,FIRST_DRAG,FIRST_HERALD,FIRST_TOWER,WINNER
EUROPE,517,91,268,895,117,55,60,62,15,122,887,78,516,74,235,48,119,19,107,350,BLUE,BLUE,BLUE,RED,RED
EUROPE,157,104,131,15,888,-1,80,114,163,350,150,234,777,74,235,119,55,107,555,163,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,78,80,55,221,266,119,517,166,350,20,84,234,235,29,26,141,113,245,429,432,RED,RED,BLUE,RED,BLUE
EUROPE,23,107,7,119,497,200,131,429,141,117,24,60,268,21,555,42,163,62,350,895,RED,RED,BLUE,RED,RED
EUROPE,113,78,166,110,101,268,119,104,350,84,24,5,3,895,888,7,163,350,119,107,RED,RED,RED,BLUE,BLUE
EUROPE,92,62,7,18,44,55,777,119,895,888,134,200,157,429,432,78,38,122,163,517,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,122,887,166,145,555,40,24,429,895,163,62,131,157,15,497,78,119,7,163,429,BLUE,BLUE,BLUE,BLUE,RED
EUROPE,150,200,55,498,497,517,268,119,350,40,516,141,84,81,21,555,517,107,28,86,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,84,59,103,429,497,119,40,107,113,432,887,254,61,29,89,350,235,432,141,895,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,79,11,163,81,25,107,121,62,555,15,126,80,221,119,111,517,55,432,62,-1,RED,RED,RED,RED,RED
EUROPE,150,131,245,145,555,888,7,15,421,221,6,9,61,498,497,119,67,40,62,21,BLUE,RED,BLUE,RED,RED
EUROPE,58,76,84,119,555,517,2,-1,895,107,150,113,44,67,39,111,888,777,28,221,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,240,30,122,134,432,350,119,67,40,114,86,203,526,18,34,164,28,246,350,555,RED,RED,BLUE,BLUE,BLUE
EUROPE,85,131,7,157,526,429,28,777,86,555,19,141,517,119,497,67,58,84,40,21,BLUE,BLUE,RED,RED,RED
EUROPE,85,104,86,523,497,-1,163,40,114,78,58,60,84,119,888,517,887,555,62,28,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,39,163,777,29,497,147,119,555,80,887,23,203,61,145,43,62,895,119,40,21,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,887,60,112,429,44,78,84,62,119,246,266,200,268,22,111,114,245,350,40,78,BLUE,BLUE,RED,RED,BLUE
EUROPE,164,60,157,15,235,55,24,429,84,78,23,254,42,145,555,119,40,163,77,114,RED,RED,RED,RED,RED
EUROPE,84,254,777,145,111,429,15,119,29,114,24,60,7,523,201,895,163,78,114,517,RED,BLUE,BLUE,RED,BLUE
EUROPE,266,48,38,119,555,517,35,39,246,62,114,141,3,67,40,7,429,200,234,17,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,41,234,163,222,497,141,166,40,350,84,516,78,13,81,111,166,350,114,421,895,RED,RED,RED,RED,RED
EUROPE,887,107,163,15,497,350,246,895,40,119,113,131,157,429,412,895,517,7,119,432,BLUE,BLUE,BLUE,RED,BLUE
EUROPE,150,77,147,29,888,246,40,200,266,429,2,62,517,15,22,246,131,-1,166,119,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,114,62,7,145,50,41,119,429,246,350,54,234,61,15,888,107,28,200,40,119,BLUE,RED,BLUE,BLUE,RED
EUROPE,24,141,127,29,350,-1,43,28,62,84,133,9,777,119,555,-1,895,157,40,114,RED,RED,BLUE,BLUE,BLUE
EUROPE,887,26,166,67,48,114,555,777,163,157,516,62,112,119,888,350,86,141,107,28,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,58,91,163,81,37,350,429,166,15,78,887,254,142,523,111,432,17,119,28,350,BLUE,RED,RED,RED,RED
EUROPE,164,30,42,29,79,114,107,-1,235,44,516,78,517,360,412,142,429,166,350,119,BLUE,BLUE,BLUE,BLUE,RED
EUROPE,122,254,4,96,37,29,266,895,350,119,86,59,222,112,117,11,-1,15,164,119,RED,RED,BLUE,RED,RED
EUROPE,92,104,163,236,267,166,777,29,429,555,122,64,90,15,37,350,28,107,429,119,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,82,78,45,119,555,268,200,62,67,350,887,234,55,16,89,15,432,350,246,157,BLUE,NONE,RED,RED,RED
EUROPE,92,104,268,15,555,107,29,350,55,119,150,64,163,360,111,200,350,429,55,119,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,23,78,84,51,412,268,360,114,350,15,24,62,50,429,111,895,80,114,119,117,RED,RED,BLUE,BLUE,BLUE
EUROPE,36,421,517,101,235,7,114,-1,28,-1,122,163,84,96,888,268,350,29,141,67,RED,RED,BLUE,BLUE,BLUE
EUROPE,58,121,517,429,147,29,62,887,221,246,86,234,134,360,111,163,164,268,119,888,RED,RED,RED,RED,RED
EUROPE,133,154,268,15,40,429,96,246,-1,555,122,234,711,145,888,24,119,114,163,104,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,240,76,38,119,43,111,429,67,28,166,887,64,112,81,432,150,163,-1,-1,350,BLUE,NONE,BLUE,BLUE,BLUE
EUROPE,887,113,163,29,44,150,119,235,107,84,80,200,166,45,432,235,150,15,429,421,BLUE,RED,RED,RED,BLUE
EUROPE,150,77,711,15,497,119,60,203,246,350,68,121,517,157,235,107,163,350,887,200,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,79,5,7,429,432,119,246,150,350,107,266,163,134,360,888,77,78,555,350,107,BLUE,RED,BLUE,BLUE,RED
EUROPE,68,64,711,202,111,40,163,887,166,350,98,131,157,119,43,555,150,107,163,78,RED,RED,RED,BLUE,BLUE
EUROPE,68,62,142,15,37,11,895,91,555,350,360,234,245,164,26,114,84,119,141,235,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,41,234,523,22,112,429,107,350,117,200,39,91,163,15,555,350,-1,429,119,114,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,41,11,103,119,526,55,887,429,62,350,112,92,234,81,37,246,429,7,107,111,BLUE,RED,BLUE,RED,RED
EUROPE,266,154,55,523,427,91,350,141,203,163,41,107,112,15,555,350,38,78,33,111,RED,RED,RED,RED,RED
EUROPE,41,104,245,15,267,107,111,350,91,517,887,80,7,119,37,895,555,141,421,17,BLUE,RED,BLUE,RED,RED
EUROPE,200,107,81,163,432,429,43,157,104,887,113,62,147,236,117,30,235,78,141,203,BLUE,BLUE,RED,RED,BLUE
EUROPE,113,5,91,51,888,163,777,29,-1,114,517,64,268,119,117,895,157,141,555,234,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,516,104,84,15,350,119,55,-1,114,429,150,60,268,29,12,157,517,-1,78,62,BLUE,RED,RED,RED,BLUE
EUROPE,85,60,777,523,117,107,114,121,111,555,39,77,163,15,350,119,157,200,114,107,BLUE,RED,BLUE,BLUE,RED
EUROPE,2,141,221,523,40,350,119,777,266,45,150,234,163,429,888,-1,119,39,62,246,RED,RED,BLUE,RED,RED
EUROPE,67,107,117,360,526,350,119,246,203,166,104,76,268,429,888,119,221,157,350,163,BLUE,RED,RED,RED,BLUE
EUROPE,887,163,777,221,350,104,28,895,121,119,74,2,517,429,12,157,107,246,39,555,RED,RED,RED,RED,RED
EUROPE,266,59,245,523,427,517,84,39,107,121,150,234,163,429,412,-1,157,203,107,119,RED,RED,RED,RED,RED
EUROPE,79,234,147,221,427,163,26,119,41,84,887,141,268,29,497,-1,200,24,429,62,BLUE,RED,BLUE,RED,RED
EUROPE,112,121,82,429,57,29,64,777,38,119,516,203,163,15,117,131,888,887,111,-1,RED,RED,BLUE,RED,BLUE
EUROPE,1,107,163,81,432,62,38,895,268,-1,777,5,30,103,518,117,23,58,119,-1,BLUE,RED,RED,RED,RED
EUROPE,14,121,142,119,267,421,777,39,235,107,50,79,517,21,888,350,777,429,163,157,BLUE,BLUE,RED,RED,RED
EUROPE,164,48,84,15,111,350,107,119,246,55,126,2,163,157,44,429,-1,107,119,114,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,164,254,163,15,111,157,92,887,29,246,113,121,245,222,44,517,119,24,55,117,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,79,200,7,15,888,246,119,887,-1,2,23,78,101,67,497,69,268,122,72,163,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,523,32,7,777,888,119,350,429,200,-1,39,245,26,235,166,119,141,268,78,114,BLUE,RED,BLUE,RED,RED
EUROPE,113,421,61,15,22,221,119,235,76,166,141,59,7,236,267,157,429,246,114,40,RED,RED,BLUE,BLUE,BLUE
EUROPE,164,202,157,131,888,555,107,246,29,119,887,80,112,523,40,350,15,895,421,119,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,122,33,112,119,555,888,67,350,895,114,39,20,99,523,25,68,29,55,246,157,RED,RED,BLUE,BLUE,BLUE
EUROPE,79,33,112,221,22,119,67,895,55,421,54,69,104,15,350,84,20,517,895,555,RED,RED,BLUE,RED,RED
EUROPE,150,234,163,119,44,888,412,55,141,24,887,427,166,96,22,350,-1,111,20,92,BLUE,RED,BLUE,BLUE,RED
EUROPE,266,131,517,96,43,200,555,30,203,119,24,246,711,221,350,28,119,114,5,429,RED,BLUE,RED,RED,RED
EUROPE,122,64,245,26,888,517,15,360,131,887,113,120,163,429,89,104,119,157,246,350,RED,RED,BLUE,RED,RED
EUROPE,24,234,142,21,267,76,350,107,555,888,102,200,517,119,412,-1,350,163,28,122,BLUE,RED,BLUE,BLUE,RED
EUROPE,122,64,101,523,888,163,103,350,221,119,113,62,517,15,111,350,141,16,163,28,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,102,141,163,235,875,119,107,50,421,350,2,254,112,360,888,16,107,15,62,119,BLUE,RED,RED,RED,RED
EUROPE,887,59,15,221,117,119,107,350,30,429,150,62,163,96,888,429,38,107,84,119,BLUE,BLUE,RED,BLUE,BLUE
EUROPE,240,60,134,29,40,117,114,895,246,200,887,78,45,523,888,-1,350,200,163,119,RED,BLUE,BLUE,RED,RED
EUROPE,266,20,45,51,22,55,15,142,421,119,102,234,166,30,40,429,114,268,23,119,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,24,11,79,201,67,-1,31,50,60,82,6,120,34,17,29,86,221,114,238,35,RED,RED,RED,RED,RED
EUROPE,85,246,163,429,888,29,22,84,200,119,887,121,516,21,497,200,350,107,517,62,BLUE,RED,BLUE,RED,RED
EUROPE,58,20,112,222,888,107,421,29,235,350,98,200,163,429,111,887,39,-1,38,15,RED,RED,BLUE,RED,RED
EUROPE,41,91,163,236,497,429,-1,119,432,221,887,78,84,360,555,888,350,777,34,-1,BLUE,BLUE,RED,RED,RED
EUROPE,41,76,112,236,267,38,555,429,350,166,221,104,163,523,53,121,119,-1,131,24,RED,RED,BLUE,BLUE,BLUE
EUROPE,102,62,498,777,43,350,111,78,200,238,887,203,15,517,555,200,64,163,246,77,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,516,141,7,29,497,122,235,15,-1,62,79,120,412,360,147,203,350,517,84,200,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,516,107,15,39,101,122,350,131,119,142,41,79,157,81,16,235,9,555,-1,711,BLUE,RED,BLUE,BLUE,RED
EUROPE,266,91,8,15,555,429,163,119,895,28,59,421,142,30,40,154,38,350,62,888,RED,RED,BLUE,RED,RED
EUROPE,122,9,38,18,555,350,266,147,235,28,41,131,517,51,89,350,80,222,164,147,RED,RED,RED,RED,RED
EUROPE,31,24,103,145,43,117,350,53,19,266,23,107,105,895,80,30,267,50,39,122,RED,BLUE,RED,RED,BLUE
EUROPE,122,131,157,81,350,141,24,166,55,62,114,48,163,202,555,117,119,11,41,55,RED,RED,RED,RED,BLUE
EUROPE,98,131,157,221,497,163,24,7,234,55,122,62,84,29,89,-1,350,268,429,119,RED,BLUE,RED,BLUE,BLUE
EUROPE,84,2,157,119,412,350,92,7,-1,429,266,78,163,21,432,429,141,350,107,777,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,516,60,238,236,517,429,-1,555,350,887,86,163,54,523,40,119,-1,164,7,15,BLUE,BLUE,BLUE,RED,RED
EUROPE,86,48,711,29,497,350,107,131,888,114,80,62,517,119,150,-1,246,60,-1,107,BLUE,BLUE,RED,RED,BLUE
EUROPE,27,200,45,429,26,150,119,55,147,350,23,163,86,22,888,-1,114,246,895,268,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,101,141,64,221,44,62,119,888,84,-1,2,78,42,29,350,122,62,119,517,777,RED,RED,BLUE,BLUE,RED
EUROPE,84,104,245,15,40,24,555,157,-1,119,122,76,103,51,432,55,555,166,266,350,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,14,246,101,51,43,40,119,887,103,141,39,254,163,236,267,119,55,38,141,-1,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,113,5,142,21,497,777,91,166,119,55,126,104,517,221,43,-1,119,59,166,-1,BLUE,RED,BLUE,BLUE,RED
EUROPE,114,254,79,498,497,555,-1,-1,103,41,240,78,55,15,26,157,432,777,119,350,BLUE,RED,RED,RED,RED
EUROPE,41,62,517,15,43,163,887,246,119,-1,102,76,58,81,267,119,163,147,-1,350,BLUE,RED,RED,RED,BLUE
EUROPE,266,48,79,221,432,103,429,119,-1,60,245,421,81,61,43,350,141,246,887,45,BLUE,BLUE,RED,RED,RED
EUROPE,240,163,43,110,412,-1,107,119,131,114,84,102,238,429,888,119,895,350,117,17,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,41,104,7,81,497,555,-1,117,119,163,2,234,127,51,432,15,62,429,119,78,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,44,104,268,18,888,114,107,119,-1,895,887,200,101,15,555,517,122,39,84,350,BLUE,RED,BLUE,RED,RED
EUROPE,122,35,157,21,432,111,7,104,2,15,145,163,80,268,223,-1,119,-1,350,131,RED,BLUE,BLUE,BLUE,BLUE
EUROPE,23,234,163,523,12,119,117,141,200,114,80,59,55,15,201,119,131,268,-1,555,RED,RED,RED,RED,RED
EUROPE,80,131,84,15,16,429,119,79,221,28,516,245,246,29,117,41,-1,876,119,350,RED,BLUE,BLUE,RED,RED
EUROPE,240,48,142,498,497,119,84,107,200,887,36,72,163,360,526,350,143,266,35,-1,BLUE,BLUE,RED,BLUE,RED
EUROPE,23,91,103,15,22,119,163,350,78,131,86,234,4,161,235,21,517,164,84,-1,RED,RED,RED,BLUE,RED
EUROPE,150,78,142,523,89,-1,114,1,119,517,113,234,163,67,32,119,711,62,266,421,BLUE,RED,RED,RED,RED
EUROPE,24,131,711,221,117,28,141,91,555,268,39,30,777,429,32,200,115,9,166,119,RED,BLUE,BLUE,RED,RED
EUROPE,150,78,268,119,43,555,131,517,-1,122,887,5,84,222,40,-1,200,350,429,62,RED,BLUE,RED,BLUE,RED
EUROPE,85,163,777,429,12,420,119,84,86,350,122,131,157,360,412,38,67,-1,15,119,BLUE,RED,RED,RED,BLUE
EUROPE,126,59,103,895,111,7,55,350,163,84,122,121,134,360,888,62,163,119,429,432,RED,RED,BLUE,RED,RED
EUROPE,58,245,163,15,497,7,350,114,40,84,238,104,268,29,267,121,117,84,119,-1,RED,BLUE,RED,BLUE,BLUE
EUROPE,887,59,245,29,350,17,7,429,163,119,84,80,268,15,412,2,119,-1,28,40,RED,BLUE,RED,RED,BLUE
EUROPE,85,121,61,15,32,119,114,163,141,38,58,78,517,29,117,80,119,221,55,-1,RED,BLUE,RED,RED,RED
EUROPE,39,59,103,74,267,7,166,163,555,119,202,64,85,54,57,24,350,-1,777,112,RED,BLUE,RED,RED,BLUE
EUROPE,122,234,84,96,117,24,23,119,246,38,150,121,238,45,432,555,-1,200,131,119,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,887,80,777,29,350,163,26,62,55,421,79,234,58,15,37,141,119,114,7,429,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,166,245,122,523,111,119,107,141,163,114,39,9,50,22,117,2,895,62,131,268,RED,RED,BLUE,RED,RED
EUROPE,150,59,245,15,43,555,119,78,517,7,92,234,105,360,111,76,119,429,58,-1,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,246,80,84,15,99,429,-1,266,711,39,887,62,3,21,60,895,119,157,55,111,BLUE,BLUE,RED,BLUE,RED
EUROPE,126,163,268,429,32,350,35,77,86,119,150,62,517,15,78,887,895,107,119,-1,BLUE,RED,RED,RED,BLUE
EUROPE,92,72,8,157,12,119,55,114,246,555,58,78,43,15,32,429,555,119,166,200,RED,RED,RED,RED,RED
EUROPE,82,64,246,15,44,119,166,38,67,711,266,33,55,523,40,141,163,200,39,117,BLUE,NONE,BLUE,BLUE,BLUE
EUROPE,150,131,157,15,235,429,7,58,24,119,86,887,103,895,117,163,119,92,26,221,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,23,421,147,236,267,157,24,55,119,131,113,200,39,221,40,17,895,163,119,429,BLUE,RED,BLUE,RED,RED
EUROPE,41,77,127,267,236,119,141,55,38,92,58,60,42,15,117,119,141,114,429,895,RED,RED,BLUE,RED,RED
EUROPE,41,77,61,236,350,141,92,429,421,895,83,131,161,15,37,121,119,39,429,163,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,9,78,157,29,497,121,28,38,119,7,41,104,147,15,235,-1,555,17,119,350,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,114,60,268,145,50,517,92,119,429,55,166,62,61,221,497,517,895,887,163,141,RED,RED,BLUE,BLUE,RED
EUROPE,102,64,7,119,89,432,120,107,15,350,150,60,777,81,22,-1,266,429,-1,107,RED,RED,BLUE,BLUE,RED
EUROPE,41,200,101,222,412,555,119,84,429,-1,887,141,517,523,223,60,157,55,895,-1,BLUE,BLUE,BLUE,RED,BLUE
EUROPE,150,80,84,15,111,432,55,30,119,895,113,131,157,21,12,119,7,-1,429,-1,BLUE,RED,BLUE,RED,RED
EUROPE,266,163,103,157,555,39,350,78,107,114,98,62,711,15,40,166,350,119,107,55,BLUE,RED,BLUE,BLUE,RED
EUROPE,150,121,711,221,350,119,429,163,888,80,104,62,268,15,43,-1,38,119,555,203,RED,RED,RED,RED,RED
EUROPE,39,44,163,81,43,107,119,555,17,421,150,60,7,236,267,350,119,78,84,429,RED,RED,BLUE,BLUE,BLUE
EUROPE,86,60,777,15,37,119,895,107,163,164,122,234,4,429,888,157,119,84,432,350,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,23,131,157,221,350,15,164,163,62,119,68,238,101,96,117,84,29,777,-1,86,BLUE,RED,RED,BLUE,BLUE
EUROPE,27,203,55,29,117,150,62,429,157,235,79,121,163,221,40,84,119,107,114,246,RED,BLUE,BLUE,BLUE,RED
EUROPE,516,64,84,221,40,55,234,107,119,350,36,62,7,429,32,235,350,200,107,266,BLUE,RED,BLUE,BLUE,RED
EUROPE,887,200,127,81,43,114,-1,555,119,163,48,141,84,236,267,107,-1,119,28,150,BLUE,RED,RED,RED,BLUE
EUROPE,84,64,7,523,888,102,78,163,119,40,516,91,103,236,267,555,119,107,429,517,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,24,78,268,81,43,119,15,114,895,429,39,59,103,29,888,119,429,246,200,555,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,84,254,142,81,89,113,16,119,23,200,122,887,103,222,53,15,-1,141,429,350,RED,RED,RED,RED,RED
EUROPE,84,234,39,29,40,119,113,268,166,111,150,62,74,221,350,23,157,35,119,555,RED,RED,BLUE,BLUE,RED
EUROPE,887,234,55,236,267,895,119,350,421,166,85,254,103,429,53,200,15,163,23,166,RED,RED,BLUE,BLUE,RED
EUROPE,8,421,268,429,888,141,895,40,163,122,41,2,103,523,223,119,55,895,92,203,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,39,76,517,119,26,78,107,200,429,895,102,32,777,15,888,40,157,163,200,62,RED,RED,BLUE,BLUE,RED
EUROPE,516,62,517,498,40,114,107,15,895,-1,266,234,29,221,888,43,77,84,55,350,RED,RED,BLUE,RED,RED
EUROPE,86,122,15,45,117,164,555,38,26,119,150,78,221,43,888,119,777,266,555,62,RED,RED,BLUE,BLUE,BLUE
EUROPE,126,78,163,15,235,246,114,91,62,-1,887,200,245,29,432,86,350,119,55,157,RED,RED,BLUE,BLUE,RED
EUROPE,887,104,3,39,555,895,147,84,26,114,79,234,163,15,16,895,60,86,429,62,BLUE,RED,BLUE,BLUE,RED
EUROPE,102,78,517,119,48,103,429,200,91,131,79,64,163,221,350,-1,895,887,131,421,RED,RED,BLUE,RED,RED
EUROPE,150,234,711,429,888,-1,55,107,119,421,74,62,517,236,267,39,350,555,55,141,BLUE,BLUE,BLUE,BLUE,RED
EUROPE,27,234,142,523,111,421,39,350,150,887,516,2,245,119,267,114,55,141,163,117,RED,BLUE,BLUE,RED,BLUE
EUROPE,887,59,26,29,888,157,92,131,141,555,84,62,268,360,497,350,107,55,113,78,RED,RED,RED,RED,RED
EUROPE,150,163,55,29,117,62,200,517,141,114,122,131,157,235,147,429,24,555,350,141,BLUE,RED,BLUE,BLUE,BLUE
EUROPE,887,163,122,15,555,141,24,119,84,350,166,104,103,202,497,77,350,119,429,84,RED,RED,RED,RED,RED
EUROPE,86,200,7,221,40,119,164,29,163,350,887,64,777,15,432,78,84,114,34,429,RED,RED,BLUE,RED,RED
EUROPE,516,80,13,429,888,114,-1,350,895,78,420,234,68,69,223,350,103,887,24,-1,RED,RED,BLUE,BLUE,BLUE
EUROPE,516,78,119,517,40,350,114,429,200,121,122,246,268,15,888,350,22,114,429,555,BLUE,BLUE,RED,RED,RED
EUROPE,24,121,42,429,164,119,114,104,141,78,266,91,163,221,555,78,39,119,131,-1,BLUE,BLUE,RED,RED,BLUE
EUROPE,266,76,517,29,37,119,9,429,8,421,39,200,268,895,497,350,163,122,246,141,RED,RED,RED,RED,RED
EUROPE,150,154,163,15,888,200,29,350,122,92,266,48,268,21,555,350,121,429,107,122,RED,BLUE,RED,RED,RED
EUROPE,420,142,234,429,117,38,23,157,555,119,164,517,30,21,235,350,-1,119,92,777,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,150,421,268,29,497,777,350,555,119,163,420,245,84,15,43,555,141,23,-1,887,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,420,246,142,202,555,141,23,166,350,62,887,163,81,119,111,84,2,157,429,28,RED,BLUE,RED,RED,RED
EUROPE,113,234,84,429,111,15,266,119,40,38,122,91,517,96,99,107,119,29,200,350,BLUE,BLUE,RED,BLUE,BLUE
EUROPE,62,246,163,15,143,350,119,895,517,888,887,234,127,81,432,421,777,17,111,119,BLUE,RED,BLUE,BLUE,RED
EUROPE,122,59,268,96,117,78,888,84,429,107,102,234,7,15,350,121,119,429,163,777,BLUE,BLUE,BLUE,BLUE,BLUE
EUROPE,122,254,13,895,888,40,23,141,429,350,887,421,7,15,432,78,429,166,119,163,BLUE,RED,BLUE,BLUE,BLUE
KOREA,59,60,777,157,254,887,91,163,-1,895,79,234,58,221,350,236,-1,15,429,-1,RED,RED,RED,RED,RED
KOREA,266,234,103,15,50,517,350,221,429,895,268,5,13,119,111,895,246,107,163,76,NONE,BLUE,BLUE,BLUE,BLUE
KOREA,29,62,888,887,517,86,68,895,78,429,58,80,163,221,111,-1,-1,268,92,78,BLUE,NONE,BLUE,BLUE,BLUE
KOREA,113,80,711,523,888,429,163,-1,-1,234,58,78,517,236,267,-1,887,15,119,41,BLUE,RED,RED,RED,RED
KOREA,14,64,711,221,888,429,895,-1,-1,-1,68,91,517,236,267,78,58,-1,119,-1,NONE,RED,BLUE,BLUE,BLUE
KOREA,13,72,887,119,111,103,-1,163,517,68,266,254,61,429,53,268,246,-1,236,350,RED,BLUE,RED,RED,RED
KOREA,266,104,7,429,111,221,350,-1,234,119,126,64,127,145,79,777,78,-1,41,163,BLUE,BLUE,BLUE,BLUE,BLUE
KOREA,24,80,84,221,111,429,119,76,-1,163,164,120,555,15,350,517,429,7,887,-1,BLUE,BLUE,RED,BLUE,BLUE
KOREA,64,141,3,15,350,142,895,-1,-1,429,164,120,103,523,12,163,119,517,421,-1,RED,BLUE,RED,BLUE,BLUE
KOREA,85,102,163,119,875,895,91,-1,-1,-1,58,254,50,15,111,888,-1,68,267,55,RED,BLUE,RED,RED,RED
KOREA,64,876,246,119,32,517,142,163,221,7,3,59,42,360,111,895,24,429,15,-1,BLUE,RED,BLUE,RED,RED
KOREA,85,104,223,235,3,234,350,119,80,15,777,163,23,221,497,111,24,78,119,895,BLUE,BLUE,BLUE,BLUE,BLUE
KOREA,68,64,268,235,157,888,78,429,895,887,114,203,163,777,22,-1,236,429,85,-1,BLUE,RED,RED,RED,BLUE
KOREA,268,203,13,221,497,163,429,-1,119,157,24,76,777,15,555,-1,41,429,234,895,RED,RED,BLUE,BLUE,BLUE
KOREA,887,234,39,157,12,7,429,92,64,236,114,62,711,15,32,119,517,-1,555,895,RED,RED,BLUE,BLUE,RED
KOREA,114,234,55,523,201,888,350,895,429,268,887,91,13,119,32,-1,107,78,895,111,BLUE,RED,BLUE,BLUE,BLUE
KOREA,8,254,103,110,497,55,39,76,163,119,517,64,555,221,350,7,-1,78,895,119,RED,BLUE,BLUE,BLUE,BLUE
KOREA,24,64,7,30,32,163,-1,555,-1,429,102,427,777,119,201,895,350,-1,221,517,BLUE,RED,RED,RED,BLUE
KOREA,236,78,164,517,53,895,114,15,429,-1,113,60,555,221,25,103,9,895,114,7,BLUE,RED,BLUE,BLUE,BLUE
KOREA,150,163,58,429,888,895,119,711,-1,254,887,64,268,15,350,78,555,895,-1,114,RED,BLUE,BLUE,RED,RED
KOREA,887,64,268,15,497,246,68,120,119,-1,777,245,91,523,888,429,-1,78,236,163,BLUE,BLUE,RED,BLUE,BLUE
KOREA,14,254,103,15,888,122,-1,-1,119,350,58,80,517,429,22,76,887,221,78,350,RED,RED,RED,RED,RED
KOREA,166,254,268,236,267,777,429,62,15,895,98,64,518,523,117,78,887,-1,62,-1,BLUE,RED,RED,RED,RED
KOREA,84,254,163,236,267,429,15,777,895,-1,887,80,78,221,117,-1,30,429,-1,268,BLUE,BLUE,BLUE,BLUE,RED
KOREA,92,60,517,81,432,58,267,-1,104,115,887,80,221,268,111,15,119,246,429,163,BLUE,NONE,BLUE,BLUE,BLUE
KOREA,266,48,103,15,350,429,39,119,246,163,23,64,268,523,111,555,91,78,-1,429,RED,RED,RED,RED,RED
KOREA,133,234,163,221,555,105,54,107,119,15,58,33,268,236,497,238,887,48,62,429,RED,NONE,RED,RED,RED
KOREA,85,120,777,15,111,517,888,234,68,119,113,64,7,429,79,887,163,76,555,221,RED,RED,RED,RED,RED
KOREA,39,78,68,119,888,107,-1,887,429,91,69,64,516,81,43,887,62,-1,131,-1,BLUE,BLUE,RED,BLUE,BLUE
KOREA,84,78,268,157,44,236,76,-1,-1,895,887,64,103,15,350,119,-1,-1,-1,429,RED,BLUE,BLUE,BLUE,RED
KOREA,516,104,13,202,12,221,246,429,107,163,164,76,777,15,111,119,429,-1,163,7,BLUE,BLUE,BLUE,BLUE,BLUE
KOREA,114,131,777,222,117,78,555,22,7,62,8,64,3,360,111,350,163,-1,429,119,BLUE,BLUE,BLUE,RED,BLUE
KOREA,24,421,517,236,267,-1,119,163,268,429,887,64,105,523,117,114,78,7,350,-1,BLUE,RED,BLUE,RED,BLUE
KOREA,23,80,268,523,22,-1,119,114,62,15,887,5,517,429,888,120,-1,-1,-1,350,BLUE,RED,BLUE,BLUE,BLUE
